Rx-MLS,DA3-4-5-6-MLS,DA4-5-1-2-MLS,DA4-5-6-7-MLS,DA9-10-11-14-MLS,DA9-10-11-12-MLS,DA1-5-6-7-MLS,DA1-12-11-14-MLS,DA1-5-4-20-MLS,DA6-5-4-20-MLS,BA1-2-3-MLS,BA3-4-20-MLS,BA1-5-4-MLS,BA5-4-20-MLS,BA5-6-7-MLS,BA7-6-22-MLS,BA10-11-12-MLS,BA10-11-14-MLS,BA1-12-11-MLS,BA5-1-12-MLS,NB1-12-MLS,NB7-12-MLS,BL1-2-MLS,BL5-6-MLS,BL6-7-MLS,BL11-12-MLS,BL4-20-MLS,BL4-19-MLS,BL6-22-MLS,BL10-15-MLS,HOMO-MLS,LUMO-MLS,DM-MLS,q1-MLS,q2-MLS,q3-MLS,q4-MLS,q5-MLS,q6-MLS,q7-MLS,q8-MLS,q9-MLS,q10-MLS,q11-MLS,q12-MLS,q13-MLS,q14-MLS,q15-MLS,q19-MLS,q20-MLS,q22-MLS,NMR1-MLS,NMR2-MLS,NMR3-MLS,NMR4-MLS,NMR5-MLS,NMR6-MLS,NMR7-MLS,NMR8-MLS,NMR9-MLS,NMR10-MLS,NMR11-MLS,NMR12-MLS,NMR13-MLS,NMR14-MLS,NMR15-MLS,NMR19-MLS,NMR20-MLS,NMR22-MLS,L-R14-MLS,B1-R14-MLS,B5-R14-MLS,L-R15-MLS,B1-R15-MLS,B5-R15-MLS,VF(C6=O7)-MLS,VI(C6=O7)-MLS,VF(C9=O13)-MLS,VI(C9=O13)-MLS,VF(C11-H12)-MLS,VI(C11-H12)-MLS,L-Y-MLS,B1-Y-MLS,B5-Y-MLS,L-X-MLS,B1-X-MLS,B5-X-MLS,L-R16-MLS,B1-R16-MLS,B5-R16-MLS,BV-MLS,BV-SW-MLS,BV-NW-MLS,BV-NE-MLS,BV-SE-MLS,Area-MLS,Volume-MLS,PSA-MLS,Ovality-MLS,HOMO-MC,LUMO-MC,DM-MC,Rx-MC,Ry-MC,Volume-MC,PSA-MC,Ovality-MC,q(Pd)-MC,DM-CP,HOMO-CP,LUMO-CP,Rx-CP,BL1-2-CP,BL1-6-CP,BL1-7-CP,NMR1-CP,NMR2-CP,NMR6-CP,NMR7-CP,q1-CP,q2-CP,q6-CP,Area-CP,Volume-CP,PSA-CP,Ovality-CP,Rx-B,Ry-B,Rz-B,DM-B,HOMO-B,LUMO-B,Area-B,Volume-B,PSA-B,Ovality-B,q(Ag)-A,Rx-A,Ry-A,Rz-A,HOMO-A,LUMO-A,DM-A,Area-A,Volume-A,PSA-A,Ovality-A,Eqv(L),Eqv(B),Eqv(A),Time(H)   ,T (?C),DC(Solvent),%ee
0.29514,143.9391256,27.48066328,175.0959477,141.0969381,18.10771535,0.916106136,101.8144468,90.09631516,95.00548186,113.6501501,108.8132403,110.5650865,113.3800938,122.4009693,119.1047297,126.7801015,117.7409376,103.9279641,92.91643356,1.864212234,2.443060038,2.026564887,1.341056011,1.254460566,1.120436715,1.562811281,1.094186941,1.525509937,1.08433118,-0.1984,-0.07227,3.092,0.5998,-0.67669,0.84343,-0.16562,-0.59981,0.68786,-0.75576,-0.71852,0.83896,-0.35761,-0.50903,0.26148,-0.71063,0.28603,0.28529,0.27404,-0.47511,-0.78036,-614.9391,110.6719,14.5404,120.3362,150.6288,24.7233,-7.5076,154.3553,18.4466,166.9077,211.4779,32.6681,-41.9511,32.1681,29.4536,27.6611,150.7007,169.4709,5.3,1.56,8.19,2.97,1.5,2.03,1618.31,1014.7613,1706.27,729.3513,2754.74,20.3405,2.75,1.02,1.88,2.71,1.03,1.9,2,1,1,36.4,9,53.6,73.4,9.7,356.27,330.19,78.725,1.54,-0.25089,-0.10865,0,6.15737,0.60887,123.19,54.714,1.35,0.74907,2.9017,-0.23066,-0.03108,5.49795,1.39245,1.394990094,2.163257702,61.5662,61.5965,61.6134,46.1174,-0.20895,-0.25249,-0.25274,195.67,172.91,20.079,1.3,6.0219779,1.9126339,1.4522648,10.1662,-0.20732,-0.02413,91.37,62.39,40.332,1.2,0.79875,4.46774,0.38892,0.35777,-0.203,-0.07991,8.3156,97.67,66.44,40.427,1.23,20,1.5,1.5,16,80,16.777,68
0.31588,143.1594154,25.15297715,173.4122368,142.3180692,17.46194776,6.302304862,98.47569546,96.7827533,94.83810806,113.579904,109.2906454,111.3637497,113.2187521,122.6478241,119.2027027,126.9262153,117.6694392,99.77146544,89.31557591,1.91287082,2.313143699,2.01834508,1.346065666,1.248138821,1.119632692,1.559011316,1.095571674,1.528565532,1.086206683,-0.1892,-0.05717,0.8226,0.57008,-0.65421,0.83092,-0.16462,-0.6137,0.6813,-0.71402,-0.69548,0.82414,-0.35675,-0.52812,0.27095,-0.67624,0.27922,0.28292,0.26581,-0.47733,-0.77846,-581.8196,102.201,16.5185,122.1551,153.0372,27.0601,-36.3902,137.1287,23.1359,168.4536,213.6384,31.8698,-63.1183,32.816,30.0307,27.7474,150.1253,169.5933,4.71,1.55,6.07,2.97,1.5,2.03,1659.01,383.9089,1749.71,444.1599,2767.56,42.7705,2.75,1.02,1.88,2.71,1.03,1.9,2,1,1,35,9.8,57,63.5,9.5,332.55,303.53,71.097,1.52,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.51,281.72,33.948,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,94
0.25665,163.1559658,24.29590939,179.7846392,142.4057298,16.94566624,7.80928977,96.99248683,98.51805416,74.36508022,113.8809354,109.6612058,111.9907103,113.5571131,125.0622956,123.3141827,125.6140058,118.7094352,100.6514187,92.23813594,1.894124312,2.451286373,2.013011459,1.344056797,1.238268106,1.118651929,1.559915123,1.096140144,1.37322053,1.086046811,-0.19009,-0.05982,3.3372,0.57777,-0.65038,0.83071,-0.16245,-0.6481,0.94087,-0.73599,-0.69157,0.8243,-0.35759,-0.51801,0.26463,-0.67303,0.28283,0.28373,0.26976,-0.48184,-0.60843,-587.383,104.4669,16.2815,122.8334,182.302,40.171,82.0731,142.9909,23.1654,169.2276,211.9149,33.1771,-65.4037,32.528,30.0428,27.6973,151.6077,148.843,4.64,1.55,6.1,5.27,1.05,4.2,1700.28,797.4621,1752.4,441.0922,2786.48,15.6872,2.75,1.02,1.88,2.71,1.03,1.9,2,1,1,34.9,5.6,61.7,62.9,9.6,396.34,367.06,73.33,1.6,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.51,281.72,33.948,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,80
0.34234,153.82595,11.36746177,172.0250909,148.752726,14.76981121,8.433212412,89.62008433,111.1363539,84.0647155,115.3782175,109.5721084,113.9234208,112.444224,125.0019691,123.1982664,125.221974,113.1831806,113.3237309,92.91663358,1.812370118,2.420799286,2.000320365,1.346603725,1.238271206,1.137409986,1.53559005,1.097087193,1.372714851,1.539194215,-0.18143,-0.05391,1.2105,0.57727,-0.64397,0.83207,-0.17166,-0.65132,0.9412,-0.73235,-0.69511,0.83664,-0.15721,-0.43679,0.22079,-0.67722,0.2701,-0.4518,0.26173,-0.6885,-0.60696,-574.0751,118.8551,15.3213,130.3669,175.6553,39.7174,75.8654,134.5403,18.0747,139.0856,162.5828,35.452,-55.4614,29.3188,154.6636,28.0482,168.2877,153.1524,2.97,1.51,2.03,5.27,1.05,4.2,1698.22,612.4328,1730.54,866.1244,2572.86,278.6365,2.75,1.02,1.88,2.71,1.03,1.9,4.05,1.5,3.14,23.8,6.7,47.1,30.8,10.7,374.8,336.15,73.697,1.6,-0.2582,-0.10974,0.0001,6.15816,0.61175,123.13,54.67,1.35,0.70235,2.3435,-0.24552,-0.02109,1.33336,1.406419107,1.406353917,1.554839652,66.6148,61.3157,61.3096,82.5072,-0.41996,-0.20006,-0.20008,251.49,233.49,13.863,1.37,6.1268961,1.9593751,1.4846016,9.2134,-0.1792,-0.02399,90.57,62.11,40.099,1.19,0.75582,4.5178,0.40418,0.371,-0.1898,-0.08443,7.2601,96.57,66.07,40.078,1.22,20,2,1.5,24,70,5.91,24
0.27783,151.9270882,13.66625607,173.6006233,147.0917359,12.79650888,7.710061002,88.0004729,109.0339911,84.04830519,115.586551,111.8073862,114.1553851,111.7456272,125.0424963,123.1813541,124.9192375,113.3225316,113.0806752,92.62038717,1.811065313,2.419291561,2.000672337,1.345574371,1.238643036,1.137683327,1.558911762,1.096283638,1.372970046,1.539707976,-0.18017,-0.05313,0.7172,0.57868,-0.64442,0.83183,-0.16855,-0.64779,0.94134,-0.73316,-0.69637,0.83742,-0.1571,-0.43746,0.22185,-0.67762,0.26955,-0.45155,0.26512,-0.25314,-0.60741,-572.0039,109.3706,17.2091,122.4976,177.5928,40.3148,77.5909,134.5924,17.905,139.4437,162.954,35.3644,-55.0399,29.2624,154.6221,28.108,155.8928,153.2861,4.14,1.92,3.18,5.27,1.05,4.2,1697.75,638.4225,1730.56,980.1647,2569.07,269.6491,2.75,1.02,1.88,2.71,1.03,1.9,4.05,1.5,3.14,26.6,7.2,48,40.5,10.8,410.65,372.38,72.579,1.64,-0.2582,-0.10974,0.0001,6.15816,0.61175,123.13,54.67,1.35,0.70235,2.3435,-0.24552,-0.02109,1.33336,1.406419107,1.406353917,1.554839652,66.6148,61.3157,61.3096,82.5072,-0.41996,-0.20006,-0.20008,251.49,233.49,13.863,1.37,6.1268961,1.9593751,1.4846016,9.2134,-0.1792,-0.02399,90.57,62.11,40.099,1.19,0.75582,4.5178,0.40418,0.371,-0.1898,-0.08443,7.2601,96.57,66.07,40.078,1.22,20,2,1.5,24,70,5.91,34
0.259,158.0779239,13.95146327,176.0698405,149.2321686,15.3368426,7.279197035,89.62863117,115.0275509,75.35481811,114.8149719,111.4435251,114.0641783,115.6162633,125.0014459,123.1189975,125.300874,113.1453415,112.8223119,93.25600889,1.815076083,2.427435805,2.002155123,1.342482248,1.239209682,1.137605541,1.548353443,1.099113568,1.373420035,1.539190846,-0.17887,-0.05336,1.1628,0.57528,-0.64514,0.83278,-0.17417,-0.64755,0.94283,-0.7357,-0.69648,0.83769,-0.15667,-0.43607,0.22203,-0.67761,0.26889,-0.451,0.26682,-0.46539,-0.60662,-571.0591,108.7482,14.2528,126.9497,177.8617,40.3887,78.3832,135.9636,18.1192,138.8606,161.9473,35.3567,-55.5919,29.2419,154.6992,27.9813,153.0404,150.2057,4.29,1.57,4.36,5.27,1.05,4.2,1700.01,638.1313,1730.89,906.193,2576.72,269.4667,2.75,1.02,1.88,2.71,1.03,1.9,4.05,1.5,3.14,30.6,4.8,57,50.3,10.1,425.73,390.2,72.666,1.65,-0.2582,-0.10974,0.0001,6.15816,0.61175,123.13,54.67,1.35,0.70235,2.3435,-0.24552,-0.02109,1.33336,1.406419107,1.406353917,1.554839652,66.6148,61.3157,61.3096,82.5072,-0.41996,-0.20006,-0.20008,251.49,233.49,13.863,1.37,6.1268961,1.9593751,1.4846016,9.2134,-0.1792,-0.02399,90.57,62.11,40.099,1.19,0.75582,4.5178,0.40418,0.371,-0.1898,-0.08443,7.2601,96.57,66.07,40.078,1.22,20,2,1.5,24,70,5.91,27
0.25982,133.138082,20.32470402,172.0185996,149.3626877,15.40619273,15.92654532,89.39712659,99.49810996,103.0407112,115.204063,111.5154995,112.9435057,112.8954024,124.2979054,123.0199073,125.1472785,112.8267289,112.4466925,92.42802962,1.821128886,2.431456928,2.002740399,1.34755485,1.23961851,1.13649864,1.575844637,1.093635611,1.369634981,1.539396972,-0.17971,-0.05178,2.0738,0.57709,-0.64746,0.83364,-0.16723,-0.64535,0.94386,-0.72949,-0.69765,0.83726,-0.15606,-0.44417,0.22509,-0.67879,0.26749,-0.45126,0.26844,-0.04955,-0.6042,-578.5702,114.2063,16.723,119.8434,182.7557,39.1856,67.624,137.8087,18.2267,139.0521,163.906,34.8961,-54.5748,29.327,154.6201,28.1296,153.5159,149.1214,4.12,2.75,3.18,5.27,1.05,4.2,1687.44,620.9756,1729.63,971.2261,2598.66,239.0371,2.75,1.02,1.88,2.71,1.03,1.9,4.05,1.5,3.14,28.6,9.1,49.5,45.2,10.5,426.24,389.9,72.543,1.65,-0.2582,-0.10974,0.0001,6.15816,0.61175,123.13,54.67,1.35,0.70235,2.3435,-0.24552,-0.02109,1.33336,1.406419107,1.406353917,1.554839652,66.6148,61.3157,61.3096,82.5072,-0.41996,-0.20006,-0.20008,251.49,233.49,13.863,1.37,6.1268961,1.9593751,1.4846016,9.2134,-0.1792,-0.02399,90.57,62.11,40.099,1.19,0.75582,4.5178,0.40418,0.371,-0.1898,-0.08443,7.2601,96.57,66.07,40.078,1.22,20,2,1.5,24,70,5.91,29
0.70093,140.1509292,21.26589452,170.9816356,142.5072179,18.40494256,8.523836847,99.8844229,96.96642952,99.04895352,114.7924584,108.9163533,111.9124217,112.0991682,122.7105548,119.0506571,127.1496213,118.1109522,101.0228468,88.28235254,1.899382758,2.262186121,2.008874143,1.347832439,1.248067541,1.120875475,1.537759707,1.095140298,1.528374349,1.086755632,-0.19088,-0.05885,1.2022,0.56327,-0.65466,0.83227,-0.17415,-0.61595,0.68023,-0.71332,-0.69639,0.82237,-0.35968,-0.52933,0.26895,-0.6746,0.28068,0.28347,0.25935,-0.69008,-0.77928,-563.8469,121.0921,15.4129,129.046,146.9877,26.5617,-37.6514,129.6416,22.2715,167.7388,213.7084,31.7537,-62.2461,32.3912,29.6239,28.0718,167.6881,170.1401,2.97,1.51,2.03,2.97,1.5,2.03,1656.94,632.2194,1745.45,1150.8225,2749.94,55.183,2.75,1.02,1.88,2.71,1.03,1.9,2,1,1,23.9,12.1,44.8,28.4,10.3,254.72,219.77,71.418,1.45,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.51,281.72,33.948,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,88
0.54916,126.6407778,23.46235015,168.4353838,142.6904011,17.75098434,18.05191277,99.238567,96.3734835,111.3943554,114.3516167,108.8487146,111.1811583,113.9598866,122.2004635,118.4795885,126.7878397,117.9488986,100.6211594,88.11147221,1.90793708,2.248447198,2.01257817,1.35154571,1.248887645,1.119802092,1.558764484,1.094598164,1.527594833,1.086770259,-0.19057,-0.05756,1.8659,0.56252,-0.65735,0.8322,-0.17154,-0.61738,0.68349,-0.70888,-0.69551,0.82269,-0.35881,-0.53404,0.27139,-0.67574,0.27942,0.28321,0.26067,-0.25306,-0.77821,-579.1723,112.7171,15.858,120.5902,156.3324,22.9272,-55.5723,135.3246,22.4512,167.7021,213.9779,31.1436,-62.1121,32.3809,29.6249,28.1282,155.8658,169.0112,4.16,1.92,3.18,2.97,1.5,2.03,1647.31,590.3832,1743.79,1214.3361,2764.68,54.3056,2.75,1.02,1.88,2.71,1.03,1.9,2,1,1,27.9,15.5,47.7,38.5,10,289.87,256.03,71.541,1.49,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.51,281.72,33.948,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,90
0.45489,143.07129,19.56261417,169.8271274,142.4451508,17.97810096,10.50857251,100.1899619,109.0441719,90.19526734,114.3018587,111.1610856,112.6512073,116.1657418,122.6145249,118.8995796,127.2969226,117.9749489,101.6221892,88.7212435,1.893579172,2.23812535,2.007661696,1.347078571,1.249580579,1.121784624,1.549794127,1.098319818,1.527471683,1.08662418,-0.18959,-0.05755,2.3335,0.55766,-0.65414,0.8334,-0.17778,-0.61259,0.68195,-0.71478,-0.69677,0.82305,-0.35957,-0.52455,0.26872,-0.6761,0.27912,0.28254,0.26462,-0.46351,-0.77656,-564.4207,107.8419,14.3962,125.6631,149.1202,25.8439,-44.7091,132.5177,22.1595,167.9613,211.6442,31.5277,-62.4166,32.3032,29.6609,27.9314,152.4658,169.4535,4.3,1.58,4.33,2.97,1.5,2.03,1651.48,626.6355,1742.58,1135.337,2741.94,55.4768,2.75,1.02,1.88,2.71,1.03,1.9,2,1,1,30.9,12.4,55.9,45.5,9.9,306.58,274.08,70.34,1.5,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.51,281.72,33.948,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,90
